signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,decomposition_levels,original_level,padded,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,avg_prominence_diff,prominence_max_diff,upper_envelope_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,max_autocorrelation_diff,prominence_threshold_diff,relative_num_peaks_diff,prominence_min_diff,distance_factor_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_right_bases_array_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_left_bases_array_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_array_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
raw,bior2.2,842297.0655413625,0.6388888888888888,201.0223615186909,11.771502135273636,36,2,False,False,233.34774900810572,,5.775302231822142,66172.88495551216,0.561405100242159,6.882903667594145e-07,0.8739105995387875,11,845.882780882277,242.34061114126715,1771.4001788310266,"[2, 5, 8, 11, 13, 16, 20, 23, 26, 30, 34]","[1381.7740972356119, 242.34061114126715, 1440.5703358616502, 307.33056403298656, 708.7797699064316, 820.5253691863811, 777.5528041312256, 1771.4001788310266, 307.1767132435118, 808.6272189446228, 738.6329271903314]","[0, 4, 7, 10, 12, 14, 17, 21, 24, 28, 32]","[21, 7, 21, 12, 14, 21, 21, 32, 28, 32, 35]",0.05,20,9264438.007919535,1643.0148253504271,-1643.0148253504271,SWT,uc1.l0082986993,581.5191445186406,989.4001788310266,799.0148253504271,0.0,-5.5,0.0,-2.5,581.5191445186406,6396.710589705046,581.5191445186407,799.0148253504271,0.0,-2.5,12252660.992080465,0.0,1.0,219.34061114126715,0.0,1.0,0.7241337537908767,0.3737219692918827,0.17644632502617086,0.24999999999999986,0.9719600414056526,1.0,,0.47671913406174016,1.0,1.0,1.0,0.9999999999999999,0.9641961848012416,0.3333333333333333,0.0,0.2962962962962963,0.0,0.09302325581395349,0.0,1.0,1.0,0.0,0.10256410256410256,2.617891941676322,1.0,1,1.8983484159958137,1.0,1,0,0,0.5166332691794167,1.0,1,0,0,0.6423231556449406,1.0,1,0.0,1.0,1.0,1.0,0.9945054945054945,1,bior,14.88888888888889,5.0,25.77520341551374,9,0.2137762762762763,1.0,0.5503566066066066,1,1.0,1
raw,bior2.6,782837.1719515562,0.6388888888888888,197.60952198613765,11.975413736626813,36,2,False,False,203.7157219842948,,5.739453810163402,62238.081949776824,0.5579335251990885,8.915362319009778e-07,0.8245324004084915,10,818.7970215760995,140.72176599776984,1611.9466370447676,"[3, 9, 11, 13, 16, 20, 23, 26, 29, 34]","[1483.1235945166434, 1331.3435059684211, 327.2802094981796, 530.5361713883725, 548.6348438874231, 670.1753739834132, 1611.9466370447676, 140.72176599776984, 893.4727601174704, 650.7353533585357]","[0, 7, 10, 12, 14, 17, 7, 25, 28, 32]","[7, 21, 12, 17, 17, 21, 32, 28, 32, 35]",0.05,20,8289358.411388675,1538.7699368991398,-1538.7699368991398,SWT,uc1.l0082986993,554.4333852124631,829.9466370447676,694.7699368991398,0.0,-1.5,0.0,-1.5,554.4333852124631,5279.970215760995,554.4333852124633,694.7699368991398,0.0,-6.0,13227740.588611325,0.0,2.0,117.72176599776984,0.0,0.8315399773054102,0.7480238713471459,0.32092391626984473,0.10964425096887057,0.24999999999999986,0.9407999706432278,0.7969509460380011,,0.2551470695846887,0.9421070333130641,0.9421070333130641,0.9389356750424993,0.7830077001118774,0.7827085154258367,0.6666666666666666,0.15985082348032686,0.37037037037037035,0.0,0.27906976744186046,0.0,0.8684950619843033,0.8684950619843033,0.0,0.012820512820512775,2.467845370690729,0.9426841999866834,2,1.70866076629176,0.9000775368179451,7,0,0,0.49186133072121085,0.9520512132376767,2,0,0,0.571126133224643,0.8891570048586985,5,2.449489742783178,0.973082530299086,4.0,2.9787234042553195,0.964563243171521,2,bior,14.88888888888889,5.0,25.77520341551374,9,0.2137762762762763,1.0,0.5503566066066066,1,1.75,2
raw,bior2.8,770154.5981235938,0.625,191.58715289460628,11.985222032292306,36,2,False,False,195.6445013891449,,5.7298707363691905,62132.588330214356,0.5602285761503267,9.375791912345676e-07,0.81203942623997,10,803.8518139821333,124.0813508589571,1580.4630471420246,"[3, 9, 11, 13, 16, 20, 23, 26, 29, 34]","[1523.418879267311, 1304.9123752990567, 323.2927768210331, 515.9894333496568, 469.35266629527183, 649.0127571562737, 1580.4630471420246, 124.0813508589571, 931.7429741335717, 616.2518794981764]","[0, 7, 10, 12, 14, 17, 7, 25, 28, 32]","[32, 21, 12, 17, 17, 21, 32, 28, 32, 35]",0.05,20,8108433.656213204,1520.3062328712722,-1520.3062328712722,SWT,uc1.l0082986993,539.4881776184969,798.4630471420246,676.3062328712722,0.0,-1.5,0.0,-1.5,539.4881776184969,5130.518139821333,539.4881776184969,676.3062328712722,0.0,-6.0,13408665.343786795,0.0,2.0,101.0813508589571,0.0,0.7856545573326417,0.7491730032990324,0.3068098321654601,0.09539561739516421,0.1666666666666668,0.932916289869511,0.7915071208655684,,0.21886392612979716,0.9101632212313591,0.9101632212313591,0.9052419911121716,0.7539678709466907,0.7468743577708185,0.6666666666666666,0.18951093656819212,0.37037037037037035,0.0,0.27906976744186046,0.0,0.8452030973633279,0.8452030973633279,0.0,0.012820512820512775,2.40076231251158,0.9170593615007246,5,1.6427389249202227,0.8653516451870579,10,0,0,0.47838243981352835,0.9259613508308453,3,0,0,0.5468747267991493,0.851401233153499,8,3.1091263510296048,0.965833776362312,6.5,5.274725274725275,0.9472026024668703,3,bior,14.88888888888889,5.0,25.77520341551374,9,0.2137762762762763,1.0,0.5503566066066066,1,2.5,3
raw,bior1.3,792763.8181262151,0.6805555555555556,204.870275587356,13.023040747037983,36,2,False,False,181.46087084766486,,5.766640122427852,50426.431806776265,0.5340154334481989,1.061611811394816e-06,0.9079031452372761,10,760.2585509262971,148.2807989366671,1468.2048506673689,"[2, 8, 11, 13, 16, 19, 23, 25, 29, 34]","[1341.389898094511, 1253.869357460766, 280.1699311003805, 520.2384325771131, 619.3586303070665, 475.44616683853894, 1468.2048506673689, 148.2807989366671, 876.1742103601639, 619.4532329203956]","[0, 7, 10, 12, 14, 17, 21, 24, 24, 32]","[32, 32, 12, 21, 21, 21, 32, 27, 32, 35]",0.05,20,8112816.027295551,1616.1733345160878,-1616.1733345160878,SWT,uc1.l0082986993,495.8949145626607,686.2048506673689,772.1733345160878,0.0,-6.0,0.0,-6.0,495.8949145626607,4694.585509262971,495.89491456266074,772.1733345160878,0.0,-6.0,13404282.972704448,0.0,2.0,125.28079893666711,0.0,0.7050196847675819,0.8707630007922482,0.3609642943393808,0.12079665156808499,0.5000000000000004,0.993411008593923,0.1874301177346357,,0.2716289586610347,0.8169871984609445,0.8169871984609445,0.8069618155000271,0.6692623957008594,0.6191037343137279,0.6666666666666666,0.18879250739707432,0.037037037037037035,0.0,0.06976744186046513,0.0,0.9661394564197926,0.9661394564197926,0.0,0.012820512820512775,2.2187158697191527,0.84752003487907,7,1.6471806293907798,0.8676914182409032,9,0,0,0.43176839873243,0.8357347938862321,12,0,0,0.5340549653994079,0.8314428036821694,10,2.0816659994661326,0.9771245494564161,9.5,9.147005444646098,0.9363644725304059,4,bior,14.88888888888889,5.0,25.77520341551374,9,0.2137762762762763,1.0,0.5503566066066066,1,3.25,4
raw,bior1.5,792130.8467395162,0.6805555555555556,213.161394140625,12.847283815799507,36,2,False,False,185.29671660929608,,5.764986314194809,51290.43050555223,0.5256414815217118,1.0766112743381233e-06,0.9029934831978456,10,765.7002065453664,125.21285474263087,1494.562019740219,"[2, 8, 11, 13, 16, 18, 23, 25, 29, 34]","[1368.1070213199787, 1287.1609218234948, 338.84138922693273, 523.5570126468901, 539.9378443699264, 425.9887519840014, 1494.562019740219, 125.21285474263087, 905.1939546638521, 648.4402949357385]","[0, 7, 10, 12, 14, 17, 21, 24, 24, 32]","[32, 32, 12, 21, 21, 21, 32, 27, 32, 35]",0.05,20,8251917.737621884,1603.0339355206806,-1603.0339355206806,SWT,uc1.l0082986993,501.33657018173005,712.5620197402191,759.0339355206806,0.0,-6.0,0.0,-6.0,501.33657018173005,4749.002065453665,501.3365701817301,759.0339355206806,0.0,-6.0,13265181.262378115,0.0,2.0,102.21285474263087,0.0,0.7268267202274947,0.8501714615136966,0.3585285426176542,0.12008552009950024,0.5000000000000004,0.9903127705199795,0.23201535317212668,,0.22133108319220393,0.828618166007965,0.828618166007965,0.8192299237436781,0.6798360025617872,0.6491030753931325,0.6666666666666666,0.1659887044846805,0.037037037037037035,0.0,0.06976744186046513,0.0,0.9495641031710625,0.9495641031710625,0.0,0.012820512820512775,2.2165399512942883,0.8466888629004928,8,1.656389173811886,0.8725422371651395,8,0,0,0.42988406163238874,0.8320874540565029,13,0,0,0.5397057668786361,0.8402402468843445,9,2.3804761428476167,0.973840921507169,9.5,9.13170731707317,0.9347226585557824,5,bior,14.88888888888889,5.0,25.77520341551374,9,0.2137762762762763,1.0,0.5503566066066066,1,4.0,5
raw,db23,706981.3744370126,0.7638888888888888,266.31084317056036,9.679512043435741,36,2,False,False,177.03802208507608,,6.121080327104314,47305.746806807816,0.5772483635460914,1.1072881820510385e-06,0.26287916382898746,11,729.2270754076922,186.43451195815595,1268.7340664473063,"[2, 5, 10, 13, 15, 19, 23, 26, 29, 31, 34]","[384.2055993536883, 1007.2846201798278, 1057.6974666513352, 470.10828253204573, 693.6226472553137, 1268.7340664473063, 292.1113127081353, 1098.6614728617149, 186.43451195815595, 914.9778915313872, 647.659958005703]","[0, 3, 6, 12, 12, 12, 22, 22, 28, 28, 32]","[3, 12, 12, 14, 17, 28, 25, 28, 30, 32, 35]",0.05,20,5934709.348397771,972.7778521738986,-972.7778521738986,SWT,uc1.l0082986993,464.8634390440558,486.7340664473063,128.77785217389862,0.09090909090909091,2.0,0.18181818181818182,3.5,464.8634390440558,5113.497829484613,464.8634390440557,128.77785217389862,0.0,-5.5,15582389.65160223,0.0,1.0,163.43451195815595,0.0,0.6798754986367533,0.47903789416886605,0.8829887476834125,0.024421686693867344,1.0,0.5863691711403675,0.02639228787799777,,0.3548201910520201,0.7506606776446966,0.7506606776446966,0.7370019490049182,0.7506606776446965,0.392069029840935,0.3333333333333333,0.5458629942460841,0.7407407407407407,1.0,0.4418604651162791,0.33333333333333337,0.15449598610684534,0.15449598610684534,0.0,0.025641025641025605,2.0740927862930696,0.7922759351804872,13,1.5901951868883315,0.8376729864175988,15,0,0,0.46660231671602803,0.903159638668152,8,0,0,0.5255836123144665,0.8182541882469443,11,2.9860788111948193,0.9671859471297273,11.75,11.126600745663804,0.9190325340044241,6,db,44.75675675675676,40.0,21.815393909150746,37,0.6426223520818116,0.8463713576755076,0.2962529462400796,3,5.25,6
raw,bior6.8,776070.5000824959,0.6527777777777778,221.52057613082474,13.002185735326508,36,2,False,False,171.8186783799034,,5.78692592798525,50608.40045752407,0.5394676522857902,9.312465177987158e-07,0.8331101504928984,11,703.1064762964434,124.67045914113038,1635.659638728757,"[3, 9, 11, 13, 16, 20, 23, 26, 29, 31, 34]","[1388.0146425184498, 1189.5813863053886, 362.82943621587685, 551.9787654478755, 468.56646809322604, 662.4100215256383, 1635.659638728757, 124.67045914113038, 723.0230097227186, 131.5300293679362, 495.9073821938796]","[0, 7, 10, 12, 15, 12, 7, 25, 28, 30, 32]","[7, 21, 12, 17, 17, 21, 32, 28, 32, 32, 35]",0.05,20,7099674.4932133155,1386.1112404743417,-1386.1112404743417,SWT,uc1.l0082986993,438.742839932807,853.659638728757,542.1112404743417,0.09090909090909091,-1.0,0.09090909090909091,-1.0,438.742839932807,4826.171239260877,438.7428399328069,542.1112404743417,0.0,-5.5,14417424.506786685,0.0,1.0,101.67045914113038,0.0,0.650203186367406,0.8683196445627928,0.39084151034655024,0.10204202217181271,0.3333333333333336,0.9462129525729095,0.19682031143206527,,0.22014843136204362,0.6948306395388257,0.6948306395388257,0.6781135591989094,0.6948306395388257,0.8096983041838132,0.3333333333333333,0.35488305949288135,0.4074074074074074,0.5,0.3023255813953488,0.33333333333333337,0.6759160999925008,0.6759160999925008,0.0,0.025641025641025605,2.1792175931714897,0.832432217112852,10,1.5530411478424024,0.8181012161709662,18,0,0,0.4625755096218483,0.8953653146584426,9,0,0,0.4982532801124101,0.7757049948045645,18,4.924428900898052,0.945885396693428,13.75,12.413793103448278,0.8973932477972635,7,bior,14.88888888888889,5.0,25.77520341551374,9,0.2137762762762763,1.0,0.5503566066066066,1,5.5,7
raw,rbio1.5,846780.7974844993,0.6527777777777778,237.92834296874997,13.457994993311432,36,2,False,False,184.90035194934032,,5.889116371928663,52576.459181679624,0.5603402337134173,8.534065359925788e-07,0.9183444735705036,11,728.7985764513725,99.13910310110201,1474.907668655911,"[2, 5, 8, 11, 13, 16, 19, 23, 25, 29, 34]","[1194.449304219706, 215.75317930323683, 1399.6259268491417, 99.13910310110201, 635.2394084342893, 841.9106954875937, 629.6184902385908, 1474.907668655911, 213.46142632037808, 694.50561154211, 618.1735268130367]","[0, 4, 6, 10, 12, 14, 17, 21, 24, 24, 32]","[32, 6, 32, 12, 21, 21, 21, 32, 27, 32, 35]",0.05,20,7770310.225201976,1543.0310596275494,-1543.0310596275494,SWT,uc1.l0082986993,464.4349400877361,692.907668655911,699.0310596275494,0.0,-5.5,0.0,-5.5,464.4349400877361,5108.784340965097,464.4349400877359,699.0310596275494,0.0,-5.5,13746788.774798024,0.0,1.0,76.13910310110201,0.0,0.7245733610645246,0.9217218869277832,0.541349014666607,0.18148371367985416,0.3333333333333336,1.0,0.2983787532394372,,0.16447927611136792,0.7497448061151898,0.7497448061151898,0.736035906324819,0.7497448061151897,0.6267327828839923,0.3333333333333333,0.24494159994935122,0.07407407407407407,0.0,0.09302325581395349,0.0,0.8738704687654102,0.8738704687654102,0.0,0.025641025641025605,2.0354304918307418,0.777507451483039,15,1.7845063392783664,0.9400309891702734,4,0,0,0.39345228812551925,0.7615697857601209,27,0,0,0.5715485804159344,0.8898146912391112,4,10.969655114602888,0.8794543393999683,12.5,6.625766871165645,0.8710458510186655,8,rbio,34.4,23.0,24.156631742502043,15,0.4939189189189189,0.9372043104017754,0.3730954636362241,2,6.5,8
raw,rbio1.3,830636.4925597152,0.6805555555555556,248.74696212453046,13.413672776653641,36,2,False,False,183.45535914327462,,5.866497220739009,51780.37456597223,0.5534622295423203,8.853478991582708e-07,0.9157503037001914,11,716.3075095589537,89.59928727210483,1455.807718569241,"[2, 5, 8, 11, 13, 16, 19, 23, 25, 29, 33]","[1220.4568173991588, 175.4473884788186, 1387.1995571129514, 89.59928727210483, 592.3498141313643, 798.1725461516969, 627.657846110533, 1455.807718569241, 219.41552108803128, 721.8321199224815, 591.4439889121073]","[0, 4, 6, 10, 12, 14, 17, 21, 24, 24, 32]","[32, 6, 32, 12, 21, 21, 21, 32, 27, 32, 35]",0.05,20,7781348.108130693,1568.3421205692684,-1568.3421205692684,SWT,uc1.l0082986993,451.94387319531734,673.8077185692409,724.3421205692684,0.0,-5.5,0.0,-5.5,451.94387319531734,4971.38260514849,451.9438731953171,724.3421205692684,0.0,-5.5,13735750.891869307,0.0,1.0,66.59928727210483,0.0,0.7163584819167788,0.9165291320316304,0.5080352148236588,0.1633458902146948,0.5000000000000004,0.9983629512993097,0.2572981126438404,,0.14367844251621245,0.7230464621140984,0.7230464621140984,0.7078750355453691,0.7230464621140983,0.6049935014131367,0.3333333333333333,0.2431320915954564,0.07407407407407407,0.0,0.09302325581395349,0.0,0.9058003748711438,0.9058003748711438,0.0,0.025641025641025605,1.9923713696470777,0.761059437912207,21,1.802780001890449,0.9496570738542573,3,0,0,0.3879056810010716,0.7508337231498723,29,0,0,0.5799899689899878,0.9029566564631075,3,13.114877048604,0.8558804719933626,14.0,5.342105263157895,0.8510171590736044,9,rbio,34.4,23.0,24.156631742502043,15,0.4939189189189189,0.9372043104017754,0.3730954636362241,2,7.25,9
raw,rbio4.4,782037.2466600029,0.625,214.72764340990005,13.317094173371055,36,2,False,False,154.45178556791825,,5.744794555505647,48666.687773870755,0.5603444439606995,1.0654883200769752e-06,0.7917093409320195,11,656.3148106250009,1.3302817428853828,1517.9047640817628,"[3, 9, 11, 13, 16, 20, 23, 26, 29, 31, 34]","[1433.8921010548538, 717.5921761999493, 308.54269731423744, 600.0989652198427, 405.3901918852591, 1032.2732880811093, 1517.9047640817628, 1.3302817428853828, 131.6159926667002, 787.021822666827, 283.80063596158203]","[0, 7, 10, 12, 15, 7, 7, 25, 28, 28, 32]","[32, 12, 12, 15, 17, 21, 32, 28, 30, 32, 35]",0.05,20,6207485.025769512,1180.4016688403435,-1180.4016688403435,SWT,uc1.l0082986993,391.9511742613645,735.9047640817628,336.4016688403435,0.09090909090909091,-1.0,0.09090909090909091,-1.0,391.9511742613645,4311.462916875009,395.8911230353853,336.4016688403435,0.0,-5.5,15309613.974230487,0.0,1.0,21.669718257114617,0.0,0.5514712584135532,0.9052140613317292,0.32878984014346435,0.10874554992282941,0.1666666666666668,0.9200870067453883,0.09662141382343145,,0.0457129780528271,0.5948183669891971,0.5948183669891971,0.5815051851809734,0.594818366989197,0.6756714427051075,0.3333333333333333,0.5011451919165006,0.4074074074074074,0.5,0.3023255813953488,0.33333333333333337,0.41641345320703727,0.41641345320703727,0.0,0.025641025641025605,1.8902075219270236,0.722034203106436,35,1.4006875442504452,0.7378453462220151,27,0,0,0.3952098428967202,0.7649717245744612,26,0,0,0.4396565424352948,0.6844787371768447,29,4.031128874149275,0.9557018805038542,29.25,28.869868217132787,0.8171366545376414,10,rbio,34.4,23.0,24.156631742502043,15,0.4939189189189189,0.9372043104017754,0.3730954636362241,2,8.0,10
