wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,avg_prominence_diff,prominence_max_diff,upper_envelope_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,max_autocorrelation_diff,prominence_threshold_diff,relative_num_peaks_diff,prominence_min_diff,distance_factor_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
bior2.8,1,antireflect,8.236008107801605e-29,339.27933534883084,228579.25169916006,0.5853658536585366,18.608328119722408,65,smoothed,3.781874369955166e-15,,3.571350548061729,9950.233345634771,0.7110581744223331,3.215677636027808e-05,1.0,16,48.59583333333333,0.19999999999998597,410.73333333333335,"[7, 11, 13, 15, 17, 22, 24, 27, 29, 31, 35, 43, 45, 48, 52, 55]","[410.73333333333335, 3.733333333333336, 16.99999999999995, 10.466666666666644, 16.399999999999977, 0.19999999999998597, 42.800000000000026, 14.399999999999979, 27.533333333333363, 2.999999999999999, 77.66666666666669, 24.400000000000034, 5.399999999999981, 31.73333333333335, 18.26666666666665, 73.80000000000001]","[4, 9, 12, 14, 14, 20, 20, 26, 28, 30, 20, 41, 44, 41, 50, 41]","[58, 12, 20, 16, 20, 23, 32, 32, 32, 32, 58, 46, 46, 50, 54, 58]",0.05,30,365110.5866666668,424.5333333333334,-424.5333333333334,DWT,inu.32000013032927,36.90046296296296,0.0,5.684341886080802e-14,0.0,-11.5,0.0,-11.5,36.90046296296296,8.06666666666672,38.60416666666667,5.684341886080802e-14,0.0,-11.5,8863708.000000002,0.0,7.0,0.13333333333332842,10.0,0.9038692257440002,0.5633568328557712,0.637988592733987,0.22521602179372563,0.7287154944817202,,0,,27,1.5245668547514575,0.8097770122167846,21,0,0,0.6118292335218409,0.7834986436278882,24,3.0,0.9950248756218906,24.0,23.748691099476442,0.9776119402985075,1,bior,219.52592592592592,151.0,197.78300447749228,135,0.4507787782915551,1.0,0.3844548551959114,4,1.75
bior2.8,1,reflect,8.212916988139314e-29,339.2915286713481,228474.29348315112,0.5853658536585366,18.608328119722408,65,smoothed,3.712628495232086e-15,,3.5740844350070926,9506.483687789834,0.7445698211429896,3.215677636027808e-05,1.0,16,48.59583333333333,0.19999999999998597,410.73333333333335,"[7, 11, 13, 15, 17, 22, 24, 27, 29, 31, 35, 43, 45, 48, 52, 55]","[410.73333333333335, 3.733333333333336, 16.99999999999995, 10.466666666666644, 16.399999999999977, 0.19999999999998597, 42.800000000000026, 14.399999999999979, 27.533333333333363, 2.999999999999999, 77.66666666666669, 24.400000000000034, 5.399999999999981, 31.73333333333335, 18.26666666666665, 73.80000000000001]","[4, 9, 12, 14, 14, 20, 20, 26, 28, 30, 20, 41, 44, 41, 50, 41]","[58, 12, 20, 16, 20, 23, 32, 32, 32, 32, 58, 46, 46, 50, 54, 58]",0.05,30,365110.5866666668,424.5333333333334,-424.5333333333334,DWT,inu.32000013032927,36.90046296296296,0.0,5.684341886080802e-14,0.0,-11.5,0.0,-11.5,36.90046296296296,8.06666666666672,38.60416666666667,5.684341886080802e-14,0.0,-11.5,8863708.000000002,0.0,7.0,0.13333333333332842,10.0,0.9039859973633736,0.5646338078907611,0.6374780253489867,0.22521602179372563,0.6768810772796839,,0,,25,1.5042863546672618,0.7990049803355591,26,0,0,0.6016389859353063,0.770449177004131,30,2.6457513110645907,0.9956123527179692,27.0,26.8348623853211,0.975418116657492,2,bior,219.52592592592592,151.0,197.78300447749228,135,0.4507787782915551,1.0,0.3844548551959114,4,2.5
bior2.8,1,symmetric,8.214059509041707e-29,339.29092455466935,226107.11579975966,0.5975609756097561,17.420190737430207,65,smoothed,3.723730725478338e-15,,3.446520969391656,9489.113552577004,0.7091769592105708,3.215677636027808e-05,1.0,16,48.59583333333333,0.19999999999998597,410.73333333333335,"[7, 11, 13, 15, 17, 22, 24, 27, 29, 31, 35, 43, 45, 48, 52, 55]","[410.73333333333335, 3.733333333333336, 16.99999999999995, 10.466666666666644, 16.399999999999977, 0.19999999999998597, 42.800000000000026, 14.399999999999979, 27.533333333333363, 2.999999999999999, 77.66666666666669, 24.400000000000034, 5.399999999999981, 31.73333333333335, 18.26666666666665, 73.80000000000001]","[4, 9, 12, 14, 14, 20, 20, 26, 28, 30, 20, 41, 44, 41, 50, 41]","[58, 12, 20, 16, 20, 23, 32, 32, 32, 32, 58, 46, 46, 50, 54, 58]",0.05,30,365110.5866666668,424.5333333333334,-424.5333333333334,DWT,inu.32000013032927,36.90046296296296,0.0,5.684341886080802e-14,0.0,-11.5,0.0,-11.5,36.90046296296296,8.06666666666672,38.60416666666667,5.684341886080802e-14,0.0,-11.5,8863708.000000002,0.0,7.0,0.13333333333332842,10.0,0.9039802119277167,0.5050500122828412,0.6259629313849512,0.28506363597667383,0.6748520710155435,,0,,21,1.4918608817874133,0.7924051632972536,30,0,0,0.5989817725175454,0.7670463923796346,32,5.8594652770823155,0.9902828104857673,27.666666666666668,26.73740053050398,0.9722005539438234,3,bior,219.52592592592592,151.0,197.78300447749228,135,0.4507787782915551,1.0,0.3844548551959114,4,3.25
bior2.8,1,periodic,8.214101064683969e-29,339.29090258338897,225901.6204770273,0.5853658536585366,17.818872068634676,65,smoothed,3.725545513114744e-15,,3.5135026090510135,9677.048730343759,0.6953824441050427,3.215677636027808e-05,1.0,16,48.59583333333333,0.19999999999998597,410.73333333333335,"[7, 11, 13, 15, 17, 22, 24, 27, 29, 31, 35, 43, 45, 48, 52, 55]","[410.73333333333335, 3.733333333333336, 16.99999999999995, 10.466666666666644, 16.399999999999977, 0.19999999999998597, 42.800000000000026, 14.399999999999979, 27.533333333333363, 2.999999999999999, 77.66666666666669, 24.400000000000034, 5.399999999999981, 31.73333333333335, 18.26666666666665, 73.80000000000001]","[4, 9, 12, 14, 14, 20, 20, 26, 28, 30, 20, 41, 44, 41, 50, 41]","[58, 12, 20, 16, 20, 23, 32, 32, 32, 32, 58, 46, 46, 50, 54, 58]",0.05,30,365110.5866666668,424.5333333333334,-424.5333333333334,DWT,inu.32000013032927,36.90046296296296,0.0,5.684341886080802e-14,0.0,-11.5,0.0,-11.5,36.90046296296296,8.06666666666672,38.60416666666667,5.684341886080802e-14,0.0,-11.5,8863708.000000002,0.0,7.0,0.13333333333332842,10.0,0.9039800015156665,0.5363365590044407,0.6249633030228576,0.22521602179372563,0.6968047874606901,,0,,22,1.4918462556248153,0.7923973945790687,31,0,0,0.5974601345594762,0.765097807364536,33,5.8594652770823155,0.9902828104857673,28.666666666666668,27.773755656108598,0.9713713665474718,4,bior,219.52592592592592,151.0,197.78300447749228,135,0.4507787782915551,1.0,0.3844548551959114,4,4.0
bior3.9,1,symmetric,2.2563716412626987e-28,334.90239667615424,302998.5597039146,0.5952380952380952,14.541909074108334,65,smoothed,6.912419354858471e-15,,3.3582358326306334,12101.560322211137,0.8092902690137366,3.2156776360278096e-05,1.0,16,48.59583333333333,0.1999999999999913,410.7333333333333,"[7, 11, 13, 15, 17, 22, 24, 27, 29, 31, 35, 43, 45, 48, 52, 55]","[410.7333333333333, 3.733333333333335, 16.999999999999947, 10.46666666666664, 16.399999999999977, 0.1999999999999913, 42.800000000000004, 14.399999999999975, 27.53333333333336, 2.999999999999999, 77.66666666666669, 24.40000000000003, 5.3999999999999755, 31.733333333333345, 18.266666666666648, 73.80000000000001]","[3, 9, 12, 14, 14, 20, 20, 26, 28, 30, 20, 41, 44, 41, 50, 41]","[58, 12, 20, 16, 20, 23, 32, 32, 32, 32, 58, 46, 46, 50, 54, 58]",0.05,30,365110.5866666666,424.5333333333333,-424.5333333333333,DWT,inu.32000013032927,36.90046296296296,5.684341886080802e-14,5.684341886080802e-14,0.0,-11.5,0.0,-11.5,36.90046296296296,8.06666666666672,38.60416666666667,5.684341886080802e-14,0.0,-11.5,8863708.000000002,0.0,7.0,0.1333333333333231,10.0,0.8619526590343528,0.463812785631722,1.0,0.27366409041801715,0.9800120939730065,,0,,39,1.7505484619928822,0.9298076361002747,7,0,0,0.7158883258114198,0.916755038057959,7,18.475208614068027,0.9693611797444974,17.666666666666668,9.635294117647058,0.9700316125367042,5,bior,219.52592592592592,151.0,197.78300447749228,135,0.4507787782915551,1.0,0.3844548551959114,4,4.75
bior3.9,1,periodic,2.2323853393633225e-28,334.94881138630524,285904.98771837016,0.6190476190476191,20.504106148820803,65,smoothed,6.866302398450965e-15,,3.4530477603565015,11749.580398205411,0.7988236953071824,3.2156776360278096e-05,1.0,16,48.59583333333333,0.1999999999999913,410.7333333333333,"[7, 11, 13, 15, 17, 22, 24, 27, 29, 31, 35, 43, 45, 48, 52, 55]","[410.7333333333333, 3.733333333333335, 16.999999999999947, 10.46666666666664, 16.399999999999977, 0.1999999999999913, 42.800000000000004, 14.399999999999975, 27.53333333333336, 2.999999999999999, 77.66666666666669, 24.40000000000003, 5.3999999999999755, 31.733333333333345, 18.266666666666648, 73.80000000000001]","[3, 9, 12, 14, 14, 20, 20, 26, 28, 30, 20, 41, 44, 41, 50, 41]","[58, 12, 20, 16, 20, 23, 32, 32, 32, 32, 58, 46, 46, 50, 54, 58]",0.05,30,365110.5866666666,424.5333333333333,-424.5333333333333,DWT,inu.32000013032927,36.90046296296296,5.684341886080802e-14,5.684341886080802e-14,0.0,-11.5,0.0,-11.5,36.90046296296296,8.06666666666672,38.60416666666667,5.684341886080802e-14,0.0,-11.5,8863708.000000002,0.0,7.0,0.1333333333333231,10.0,0.8623971581328891,0.5080986201028683,0.9168486214720715,0.3905094323942493,0.9388973034484148,,0,,40,1.761674610004269,0.9357173138989642,6,0,0,0.7233502271100988,0.9263106284516165,6,19.629909152447276,0.9674462534785285,17.333333333333332,8.372093023255815,0.9693505452025036,6,bior,219.52592592592592,151.0,197.78300447749228,135,0.4507787782915551,1.0,0.3844548551959114,4,5.5
bior2.8,1,antisymmetric,8.218074924827297e-29,339.28880203922864,226136.7384744273,0.5975609756097561,17.116350350118303,65,smoothed,3.7467892036820915e-15,,3.4458202819557897,9156.529185971567,0.7348606977425398,3.215677636027808e-05,1.0,16,48.59583333333333,0.19999999999998597,410.73333333333335,"[7, 11, 13, 15, 17, 22, 24, 27, 29, 31, 35, 43, 45, 48, 52, 55]","[410.73333333333335, 3.733333333333336, 16.99999999999995, 10.466666666666644, 16.399999999999977, 0.19999999999998597, 42.800000000000026, 14.399999999999979, 27.533333333333363, 2.999999999999999, 77.66666666666669, 24.400000000000034, 5.399999999999981, 31.73333333333335, 18.26666666666665, 73.80000000000001]","[4, 9, 12, 14, 14, 20, 20, 26, 28, 30, 20, 41, 44, 41, 50, 41]","[58, 12, 20, 16, 20, 23, 32, 32, 32, 32, 58, 46, 46, 50, 54, 58]",0.05,30,365110.5866666668,424.5333333333334,-424.5333333333334,DWT,inu.32000013032927,36.90046296296296,0.0,5.684341886080802e-14,0.0,-11.5,0.0,-11.5,36.90046296296296,8.06666666666672,38.60416666666667,5.684341886080802e-14,0.0,-11.5,8863708.000000002,0.0,7.0,0.13333333333332842,10.0,0.9039598852641018,0.5047227272191888,0.6261070303618286,0.28506363597667383,0.6360028764105862,,0,,26,1.4762174149038738,0.7840961017207249,35,0,0,0.5911712310464758,0.7570443390070674,38,6.244997998398398,0.9896434527389745,33.0,32.13754646840149,0.9674585422898853,7,bior,219.52592592592592,151.0,197.78300447749228,135,0.4507787782915551,1.0,0.3844548551959114,4,6.25
bior3.9,1,reflect,2.21564681554943e-28,334.9814976735859,285561.5859431279,0.6309523809523809,21.964135940456792,65,smoothed,6.86331333646159e-15,,3.460429007897932,11341.716877156983,0.8279999414518452,3.2156776360278096e-05,1.0,16,48.59583333333333,0.1999999999999913,410.7333333333333,"[7, 11, 13, 15, 17, 22, 24, 27, 29, 31, 35, 43, 45, 48, 52, 55]","[410.7333333333333, 3.733333333333335, 16.999999999999947, 10.46666666666664, 16.399999999999977, 0.1999999999999913, 42.800000000000004, 14.399999999999975, 27.53333333333336, 2.999999999999999, 77.66666666666669, 24.40000000000003, 5.3999999999999755, 31.733333333333345, 18.266666666666648, 73.80000000000001]","[3, 9, 12, 14, 14, 20, 20, 26, 28, 30, 20, 41, 44, 41, 50, 41]","[58, 12, 20, 16, 20, 23, 32, 32, 32, 32, 58, 46, 46, 50, 54, 58]",0.05,30,365110.5866666666,424.5333333333333,-424.5333333333333,DWT,inu.32000013032927,36.90046296296296,5.684341886080802e-14,5.684341886080802e-14,0.0,-11.5,0.0,-11.5,36.90046296296296,8.06666666666672,38.60416666666667,5.684341886080802e-14,0.0,-11.5,8863708.000000002,0.0,7.0,0.1333333333333231,10.0,0.8627101844382025,0.5115463372271892,0.9151781496113932,0.44893210338236517,0.8912547474762291,,0,,43,1.7670630944256502,0.9385794191595657,4,0,0,0.7259243044270759,0.9296069503269799,4,22.516660498395403,0.9626589378136063,17.0,5.7333333333333325,0.9672332831688264,8,bior,219.52592592592592,151.0,197.78300447749228,135,0.4507787782915551,1.0,0.3844548551959114,4,7.0
bior3.9,1,antisymmetric,2.213399581230936e-28,334.9859047692014,302935.8105637234,0.5952380952380952,14.541909074108334,65,smoothed,6.815061335775958e-15,,3.3592557484108103,11687.288423236323,0.8380767384816369,3.2156776360278096e-05,1.0,16,48.59583333333333,0.1999999999999913,410.7333333333333,"[7, 11, 13, 15, 17, 22, 24, 27, 29, 31, 35, 43, 45, 48, 52, 55]","[410.7333333333333, 3.733333333333335, 16.999999999999947, 10.46666666666664, 16.399999999999977, 0.1999999999999913, 42.800000000000004, 14.399999999999975, 27.53333333333336, 2.999999999999999, 77.66666666666669, 24.40000000000003, 5.3999999999999755, 31.733333333333345, 18.266666666666648, 73.80000000000001]","[3, 9, 12, 14, 14, 20, 20, 26, 28, 30, 20, 41, 44, 41, 50, 41]","[58, 12, 20, 16, 20, 23, 32, 32, 32, 32, 58, 46, 46, 50, 54, 58]",0.05,30,365110.5866666666,424.5333333333333,-424.5333333333333,DWT,inu.32000013032927,36.90046296296296,5.684341886080802e-14,5.684341886080802e-14,0.0,-11.5,0.0,-11.5,36.90046296296296,8.06666666666672,38.60416666666667,5.684341886080802e-14,0.0,-11.5,8863708.000000002,0.0,7.0,0.1333333333333231,10.0,0.8627523898084799,0.4642891795042949,0.9996947579176104,0.27366409041801715,0.9316209750911888,,0,,44,1.7317574287997228,0.9198267378089343,8,0,0,0.7064042785479182,0.9046099201722327,8,20.784609690826528,0.9655313272125596,20.0,11.0,0.9661819156792484,9,bior,219.52592592592592,151.0,197.78300447749228,135,0.4507787782915551,1.0,0.3844548551959114,4,7.75
bior3.9,1,antireflect,2.2531081085273978e-28,334.9086826984209,285687.8308905801,0.6190476190476191,21.280383625670346,65,smoothed,6.90046310690097e-15,,3.456640065139772,11753.497772396331,0.7983372659867306,3.2156776360278096e-05,1.0,16,48.59583333333333,0.1999999999999913,410.7333333333333,"[7, 11, 13, 15, 17, 22, 24, 27, 29, 31, 35, 43, 45, 48, 52, 55]","[410.7333333333333, 3.733333333333335, 16.999999999999947, 10.46666666666664, 16.399999999999977, 0.1999999999999913, 42.800000000000004, 14.399999999999975, 27.53333333333336, 2.999999999999999, 77.66666666666669, 24.40000000000003, 5.3999999999999755, 31.733333333333345, 18.266666666666648, 73.80000000000001]","[3, 9, 12, 14, 14, 20, 20, 26, 28, 30, 20, 41, 44, 41, 50, 41]","[58, 12, 20, 16, 20, 23, 32, 32, 32, 32, 58, 46, 46, 50, 54, 58]",0.05,30,365110.5866666666,424.5333333333333,-424.5333333333333,DWT,inu.32000013032927,36.90046296296296,5.684341886080802e-14,5.684341886080802e-14,0.0,-11.5,0.0,-11.5,36.90046296296296,8.06666666666672,38.60416666666667,5.684341886080802e-14,0.0,-11.5,8863708.000000002,0.0,7.0,0.1333333333333231,10.0,0.8620128582949279,0.5097765547131823,0.9157922659249238,0.3905094323942493,0.9393548921012936,,0,,45,1.761937855094227,0.9358571371030189,5,0,0,0.7234892006857154,0.9264885957699955,5,23.094010767585033,0.9617014746806218,18.333333333333332,7.105263157894736,0.9656489684071987,10,bior,219.52592592592592,151.0,197.78300447749228,135,0.4507787782915551,1.0,0.3844548551959114,4,8.5
